timestamp,district,category,severity,message,action_taken,requires_human_review
2025-04-22 16:23,Eastfield,environment,critical,Air quality index in Eastfield reached 66 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-04-22 10:18,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 66 units offline. Maintenance crew dispatched.,False,False
2025-04-23 10:37,Harbour,climate,medium,Temperature forecast: Harbour expecting 18°C. Cooling centres recommended for vulnerable populations.,True,False
2025-04-24 15:40,Harbour,environment,critical,Air quality index in Harbour reached 73 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-04-24 10:06,Northgate,noise,medium,Noise levels in Northgate exceeded 15 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-24 10:47,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 59 units offline. Maintenance crew dispatched.,True,False
2025-04-25 21:43,Riverside,traffic,low,Traffic flow anomaly in Riverside. Volume 76% above prediction. Signal timing adjusted automatically.,False,False
2025-04-25 19:35,Central,noise,medium,Noise levels in Central exceeded 71 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-26 15:44,Eastfield,environment,critical,Air quality index in Eastfield reached 36 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-04-26 11:04,Northgate,noise,medium,Noise levels in Northgate exceeded 70 dB for 3 consecutive hours. Investigate source.,True,False
2025-04-27 06:22,Eastfield,energy,high,EV charging demand in Eastfield surged 16% above baseline. Recommend load balancing.,True,False
2025-04-27 19:30,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 52% versus forecast. Investigate enforcement.,True,False
2025-04-28 07:26,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 73% week-over-week. Sentiment trending negative.,True,False
2025-04-29 09:56,Northgate,climate,medium,Temperature forecast: Northgate expecting 27°C. Cooling centres recommended for vulnerable populations.,False,False
2025-04-30 12:46,Eastfield,waste,medium,Waste collection delay in Eastfield. 64 bins at capacity. Route optimisation triggered.,False,False
2025-04-30 20:10,Central,parking,high,Parking demand spike detected in Central. Occupancy at 37%. Recommend dynamic pricing increase.,False,True
2025-04-30 16:22,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 59% week-over-week. Sentiment trending negative.,True,False
2025-04-30 21:18,Eastfield,energy,high,EV charging demand in Eastfield surged 26% above baseline. Recommend load balancing.,False,True
2025-05-01 06:46,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 32% above prediction. Signal timing adjusted automatically.,False,False
2025-05-01 12:37,Eastfield,waste,medium,Waste collection delay in Eastfield. 34 bins at capacity. Route optimisation triggered.,True,False
2025-05-03 06:10,Central,environment,critical,Air quality index in Central reached 77 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-05-03 19:17,Northgate,environment,critical,Air quality index in Northgate reached 20 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-05-04 15:18,Greenpark,waste,medium,Waste collection delay in Greenpark. 81 bins at capacity. Route optimisation triggered.,True,False
2025-05-04 20:52,Harbour,environment,critical,Air quality index in Harbour reached 22 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-05-05 18:16,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 74 units offline. Maintenance crew dispatched.,False,False
2025-05-05 16:05,Central,citizen_services,high,Citizen complaint volume in Central up 23% week-over-week. Sentiment trending negative.,True,False
2025-05-06 13:26,Riverside,finance,high,Revenue anomaly: Riverside parking revenue down 51% versus forecast. Investigate enforcement.,True,False
2025-05-06 10:33,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 30% week-over-week. Sentiment trending negative.,True,False
2025-05-07 13:35,Riverside,citizen_services,high,Citizen complaint volume in Riverside up 43% week-over-week. Sentiment trending negative.,True,False
2025-05-07 07:01,Eastfield,noise,medium,Noise levels in Eastfield exceeded 45 dB for 3 consecutive hours. Investigate source.,False,False
2025-05-08 16:33,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 34%. Recommend dynamic pricing increase.,True,False
2025-05-08 16:54,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 71% versus forecast. Investigate enforcement.,True,False
2025-05-08 11:04,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 86% versus forecast. Investigate enforcement.,True,False
2025-05-09 10:26,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 43 units offline. Maintenance crew dispatched.,False,False
2025-05-09 11:54,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 28% above prediction. Signal timing adjusted automatically.,False,False
2025-05-09 09:12,Harbour,infrastructure,medium,Streetlight outage cluster detected in Harbour. 27 units offline. Maintenance crew dispatched.,False,False
2025-05-10 11:26,Greenpark,waste,medium,Waste collection delay in Greenpark. 29 bins at capacity. Route optimisation triggered.,False,False
2025-05-10 07:20,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 91% above prediction. Signal timing adjusted automatically.,False,False
2025-05-11 14:12,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 65% week-over-week. Sentiment trending negative.,True,False
2025-05-11 11:05,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 17% versus forecast. Investigate enforcement.,True,False
2025-05-12 12:45,Northgate,noise,medium,Noise levels in Northgate exceeded 57 dB for 3 consecutive hours. Investigate source.,True,False
2025-05-12 21:57,Central,finance,high,Revenue anomaly: Central parking revenue down 61% versus forecast. Investigate enforcement.,True,False
2025-05-12 16:22,Northgate,energy,high,EV charging demand in Northgate surged 39% above baseline. Recommend load balancing.,True,False
2025-05-12 18:08,Riverside,traffic,low,Traffic flow anomaly in Riverside. Volume 60% above prediction. Signal timing adjusted automatically.,True,False
2025-05-15 18:35,Central,parking,high,Parking demand spike detected in Central. Occupancy at 92%. Recommend dynamic pricing increase.,True,False
2025-05-16 10:01,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 21% versus forecast. Investigate enforcement.,True,False
2025-05-17 06:45,Eastfield,noise,medium,Noise levels in Eastfield exceeded 94 dB for 3 consecutive hours. Investigate source.,False,False
2025-05-17 14:06,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 89% versus forecast. Investigate enforcement.,False,True
2025-05-17 12:04,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 88%. Recommend dynamic pricing increase.,True,False
2025-05-18 08:13,Greenpark,infrastructure,medium,Streetlight outage cluster detected in Greenpark. 43 units offline. Maintenance crew dispatched.,False,False
2025-05-18 19:39,Northgate,waste,medium,Waste collection delay in Northgate. 87 bins at capacity. Route optimisation triggered.,True,False
2025-05-19 17:04,Central,traffic,low,Traffic flow anomaly in Central. Volume 50% above prediction. Signal timing adjusted automatically.,True,False
2025-05-19 21:32,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 85 units offline. Maintenance crew dispatched.,True,False
2025-05-19 09:44,Harbour,climate,medium,Temperature forecast: Harbour expecting 87°C. Cooling centres recommended for vulnerable populations.,True,False
2025-05-20 14:31,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 76% versus forecast. Investigate enforcement.,True,False
2025-05-20 08:03,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 67%. Recommend dynamic pricing increase.,False,True
2025-05-20 13:39,Greenpark,infrastructure,medium,Streetlight outage cluster detected in Greenpark. 42 units offline. Maintenance crew dispatched.,True,False
2025-05-21 21:27,Northgate,climate,medium,Temperature forecast: Northgate expecting 29°C. Cooling centres recommended for vulnerable populations.,False,False
2025-05-21 11:51,Greenpark,waste,medium,Waste collection delay in Greenpark. 17 bins at capacity. Route optimisation triggered.,False,False
2025-05-21 11:23,Greenpark,energy,high,EV charging demand in Greenpark surged 18% above baseline. Recommend load balancing.,False,True
2025-05-22 18:36,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 67% above prediction. Signal timing adjusted automatically.,True,False
2025-05-22 09:57,Harbour,waste,medium,Waste collection delay in Harbour. 59 bins at capacity. Route optimisation triggered.,True,False
2025-05-22 16:13,Harbour,climate,medium,Temperature forecast: Harbour expecting 44°C. Cooling centres recommended for vulnerable populations.,True,False
2025-05-23 17:40,Central,finance,high,Revenue anomaly: Central parking revenue down 16% versus forecast. Investigate enforcement.,False,True
2025-05-23 15:04,Central,climate,medium,Temperature forecast: Central expecting 77°C. Cooling centres recommended for vulnerable populations.,True,False
2025-05-24 18:18,Eastfield,environment,critical,Air quality index in Eastfield reached 57 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-05-26 12:17,Greenpark,environment,critical,Air quality index in Greenpark reached 73 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-05-26 15:00,Eastfield,waste,medium,Waste collection delay in Eastfield. 51 bins at capacity. Route optimisation triggered.,False,False
2025-05-27 07:18,Eastfield,environment,critical,Air quality index in Eastfield reached 75 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-05-27 10:22,Eastfield,waste,medium,Waste collection delay in Eastfield. 51 bins at capacity. Route optimisation triggered.,False,False
2025-05-27 17:33,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 45% above prediction. Signal timing adjusted automatically.,True,False
2025-05-28 19:09,Greenpark,citizen_services,high,Citizen complaint volume in Greenpark up 21% week-over-week. Sentiment trending negative.,True,False
2025-05-28 18:35,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 59% above prediction. Signal timing adjusted automatically.,True,False
2025-05-28 17:29,Eastfield,energy,high,EV charging demand in Eastfield surged 70% above baseline. Recommend load balancing.,True,False
2025-05-28 18:48,Central,noise,medium,Noise levels in Central exceeded 61 dB for 3 consecutive hours. Investigate source.,False,False
2025-05-29 11:51,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 22% above prediction. Signal timing adjusted automatically.,False,False
2025-05-30 20:11,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 62% versus forecast. Investigate enforcement.,False,True
2025-05-30 12:31,Central,climate,medium,Temperature forecast: Central expecting 90°C. Cooling centres recommended for vulnerable populations.,True,False
2025-05-31 19:42,Central,parking,high,Parking demand spike detected in Central. Occupancy at 86%. Recommend dynamic pricing increase.,True,False
2025-05-31 18:26,Eastfield,noise,medium,Noise levels in Eastfield exceeded 85 dB for 3 consecutive hours. Investigate source.,False,False
2025-05-31 08:05,Greenpark,waste,medium,Waste collection delay in Greenpark. 24 bins at capacity. Route optimisation triggered.,True,False
2025-05-31 14:18,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 39%. Recommend dynamic pricing increase.,False,True
2025-06-01 18:11,Riverside,climate,medium,Temperature forecast: Riverside expecting 40°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-02 08:13,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 75 units offline. Maintenance crew dispatched.,True,False
2025-06-02 16:41,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 44%. Recommend dynamic pricing increase.,False,True
2025-06-03 12:37,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 70%. Recommend dynamic pricing increase.,False,True
2025-06-03 09:42,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 68% versus forecast. Investigate enforcement.,False,True
2025-06-04 19:54,Riverside,climate,medium,Temperature forecast: Riverside expecting 71°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-04 10:45,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 46 units offline. Maintenance crew dispatched.,False,False
2025-06-05 18:30,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 37% versus forecast. Investigate enforcement.,True,False
2025-06-05 20:38,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 57% week-over-week. Sentiment trending negative.,True,False
2025-06-05 11:16,Northgate,environment,critical,Air quality index in Northgate reached 47 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-06-06 06:39,Greenpark,infrastructure,medium,Streetlight outage cluster detected in Greenpark. 80 units offline. Maintenance crew dispatched.,True,False
2025-06-06 12:36,Eastfield,energy,high,EV charging demand in Eastfield surged 82% above baseline. Recommend load balancing.,True,False
2025-06-06 21:08,Harbour,noise,medium,Noise levels in Harbour exceeded 29 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-07 18:35,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 59 units offline. Maintenance crew dispatched.,True,False
2025-06-07 17:41,Greenpark,climate,medium,Temperature forecast: Greenpark expecting 49°C. Cooling centres recommended for vulnerable populations.,False,False
2025-06-08 18:50,Greenpark,waste,medium,Waste collection delay in Greenpark. 75 bins at capacity. Route optimisation triggered.,True,False
2025-06-08 13:58,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 17%. Recommend dynamic pricing increase.,True,False
2025-06-10 18:34,Harbour,climate,medium,Temperature forecast: Harbour expecting 32°C. Cooling centres recommended for vulnerable populations.,False,False
2025-06-10 12:10,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 64 units offline. Maintenance crew dispatched.,True,False
2025-06-11 07:17,Harbour,climate,medium,Temperature forecast: Harbour expecting 50°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-11 09:47,Greenpark,parking,high,Parking demand spike detected in Greenpark. Occupancy at 68%. Recommend dynamic pricing increase.,False,True
2025-06-12 06:26,Harbour,environment,critical,Air quality index in Harbour reached 49 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-06-13 07:45,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 87%. Recommend dynamic pricing increase.,False,True
2025-06-14 15:32,Central,environment,critical,Air quality index in Central reached 17 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-06-14 16:17,Riverside,noise,medium,Noise levels in Riverside exceeded 59 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-15 17:27,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 85% versus forecast. Investigate enforcement.,True,False
2025-06-15 13:35,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 39% week-over-week. Sentiment trending negative.,True,False
2025-06-16 09:25,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 69% above prediction. Signal timing adjusted automatically.,False,False
2025-06-17 17:15,Greenpark,climate,medium,Temperature forecast: Greenpark expecting 43°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-17 20:11,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 22 units offline. Maintenance crew dispatched.,True,False
2025-06-18 11:42,Central,finance,high,Revenue anomaly: Central parking revenue down 51% versus forecast. Investigate enforcement.,True,False
2025-06-18 08:02,Harbour,climate,medium,Temperature forecast: Harbour expecting 82°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-18 18:15,Eastfield,parking,high,Parking demand spike detected in Eastfield. Occupancy at 81%. Recommend dynamic pricing increase.,False,True
2025-06-18 08:18,Central,parking,high,Parking demand spike detected in Central. Occupancy at 75%. Recommend dynamic pricing increase.,True,False
2025-06-19 21:41,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 90% above prediction. Signal timing adjusted automatically.,True,False
2025-06-19 16:32,Northgate,finance,high,Revenue anomaly: Northgate parking revenue down 39% versus forecast. Investigate enforcement.,True,False
2025-06-19 10:33,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 69% above prediction. Signal timing adjusted automatically.,False,False
2025-06-20 11:14,Harbour,waste,medium,Waste collection delay in Harbour. 49 bins at capacity. Route optimisation triggered.,False,False
2025-06-20 06:00,Riverside,noise,medium,Noise levels in Riverside exceeded 46 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-21 21:34,Eastfield,noise,medium,Noise levels in Eastfield exceeded 50 dB for 3 consecutive hours. Investigate source.,True,False
2025-06-21 06:30,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 62% versus forecast. Investigate enforcement.,True,False
2025-06-21 16:46,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 85°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-22 20:58,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 54%. Recommend dynamic pricing increase.,False,True
2025-06-23 08:41,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 91% week-over-week. Sentiment trending negative.,True,False
2025-06-24 06:31,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 18% week-over-week. Sentiment trending negative.,False,True
2025-06-24 18:51,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 40 units offline. Maintenance crew dispatched.,True,False
2025-06-25 15:28,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 71%. Recommend dynamic pricing increase.,False,True
2025-06-26 16:07,Eastfield,environment,critical,Air quality index in Eastfield reached 82 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-06-27 17:31,Central,noise,medium,Noise levels in Central exceeded 57 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-27 16:15,Northgate,noise,medium,Noise levels in Northgate exceeded 58 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-28 15:21,Central,noise,medium,Noise levels in Central exceeded 74 dB for 3 consecutive hours. Investigate source.,False,False
2025-06-29 14:58,Riverside,waste,medium,Waste collection delay in Riverside. 46 bins at capacity. Route optimisation triggered.,True,False
2025-06-29 12:58,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 87% versus forecast. Investigate enforcement.,True,False
2025-06-29 13:04,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 39% versus forecast. Investigate enforcement.,True,False
2025-06-30 11:00,Northgate,climate,medium,Temperature forecast: Northgate expecting 65°C. Cooling centres recommended for vulnerable populations.,True,False
2025-06-30 17:04,Harbour,noise,medium,Noise levels in Harbour exceeded 46 dB for 3 consecutive hours. Investigate source.,True,False
2025-06-30 20:01,Central,parking,high,Parking demand spike detected in Central. Occupancy at 65%. Recommend dynamic pricing increase.,False,True
2025-06-30 12:04,Greenpark,traffic,low,Traffic flow anomaly in Greenpark. Volume 80% above prediction. Signal timing adjusted automatically.,True,False
2025-07-01 19:41,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 89 units offline. Maintenance crew dispatched.,False,False
2025-07-02 20:46,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 27% above prediction. Signal timing adjusted automatically.,True,False
2025-07-02 15:18,Harbour,environment,critical,Air quality index in Harbour reached 41 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-07-03 15:30,Harbour,climate,medium,Temperature forecast: Harbour expecting 56°C. Cooling centres recommended for vulnerable populations.,False,False
2025-07-03 11:38,Central,waste,medium,Waste collection delay in Central. 76 bins at capacity. Route optimisation triggered.,False,False
2025-07-04 19:07,Eastfield,energy,high,EV charging demand in Eastfield surged 70% above baseline. Recommend load balancing.,True,False
2025-07-05 06:55,Greenpark,citizen_services,high,Citizen complaint volume in Greenpark up 35% week-over-week. Sentiment trending negative.,False,True
2025-07-05 14:49,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 39%. Recommend dynamic pricing increase.,True,False
2025-07-05 15:44,Riverside,environment,critical,Air quality index in Riverside reached 31 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-07-05 18:14,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 54 units offline. Maintenance crew dispatched.,True,False
2025-07-06 08:19,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 93% week-over-week. Sentiment trending negative.,False,True
2025-07-07 18:44,Riverside,waste,medium,Waste collection delay in Riverside. 34 bins at capacity. Route optimisation triggered.,False,False
2025-07-08 06:26,Central,noise,medium,Noise levels in Central exceeded 38 dB for 3 consecutive hours. Investigate source.,True,False
2025-07-08 21:09,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 71% versus forecast. Investigate enforcement.,False,True
2025-07-09 19:22,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 21% week-over-week. Sentiment trending negative.,True,False
2025-07-09 14:03,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 61 units offline. Maintenance crew dispatched.,True,False
2025-07-09 19:09,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 48 units offline. Maintenance crew dispatched.,True,False
2025-07-09 09:07,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 83%. Recommend dynamic pricing increase.,True,False
2025-07-10 10:57,Riverside,environment,critical,Air quality index in Riverside reached 86 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-07-10 20:10,Riverside,energy,high,EV charging demand in Riverside surged 90% above baseline. Recommend load balancing.,True,False
2025-07-10 17:33,Northgate,climate,medium,Temperature forecast: Northgate expecting 30°C. Cooling centres recommended for vulnerable populations.,True,False
2025-07-11 06:05,Eastfield,citizen_services,high,Citizen complaint volume in Eastfield up 40% week-over-week. Sentiment trending negative.,False,True
2025-07-12 21:18,Harbour,environment,critical,Air quality index in Harbour reached 49 AQI. Threshold exceeded. Recommend citizen advisory.,False,True
2025-07-12 15:24,Northgate,waste,medium,Waste collection delay in Northgate. 68 bins at capacity. Route optimisation triggered.,True,False
2025-07-13 21:04,Riverside,infrastructure,medium,Streetlight outage cluster detected in Riverside. 81 units offline. Maintenance crew dispatched.,False,False
2025-07-13 14:04,Northgate,energy,high,EV charging demand in Northgate surged 45% above baseline. Recommend load balancing.,True,False
2025-07-14 14:14,Eastfield,noise,medium,Noise levels in Eastfield exceeded 39 dB for 3 consecutive hours. Investigate source.,True,False
2025-07-14 06:43,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 48%. Recommend dynamic pricing increase.,True,False
2025-07-14 13:48,Central,citizen_services,high,Citizen complaint volume in Central up 58% week-over-week. Sentiment trending negative.,False,True
2025-07-15 08:25,Harbour,citizen_services,high,Citizen complaint volume in Harbour up 86% week-over-week. Sentiment trending negative.,True,False
2025-07-15 14:25,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 19% above prediction. Signal timing adjusted automatically.,True,False
2025-07-15 06:58,Northgate,waste,medium,Waste collection delay in Northgate. 38 bins at capacity. Route optimisation triggered.,True,False
2025-07-16 17:53,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 22°C. Cooling centres recommended for vulnerable populations.,True,False
2025-07-16 10:51,Northgate,climate,medium,Temperature forecast: Northgate expecting 33°C. Cooling centres recommended for vulnerable populations.,True,False
2025-07-18 13:02,Greenpark,infrastructure,medium,Streetlight outage cluster detected in Greenpark. 22 units offline. Maintenance crew dispatched.,True,False
2025-07-18 20:22,Central,energy,high,EV charging demand in Central surged 41% above baseline. Recommend load balancing.,False,True
2025-07-19 17:52,Harbour,traffic,low,Traffic flow anomaly in Harbour. Volume 21% above prediction. Signal timing adjusted automatically.,True,False
2025-07-20 17:30,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 52% above prediction. Signal timing adjusted automatically.,True,False
2025-07-20 10:57,Northgate,climate,medium,Temperature forecast: Northgate expecting 24°C. Cooling centres recommended for vulnerable populations.,False,False
2025-07-21 17:55,Harbour,parking,high,Parking demand spike detected in Harbour. Occupancy at 70%. Recommend dynamic pricing increase.,True,False
2025-07-21 21:24,Eastfield,climate,medium,Temperature forecast: Eastfield expecting 46°C. Cooling centres recommended for vulnerable populations.,True,False
2025-07-22 07:53,Harbour,environment,critical,Air quality index in Harbour reached 72 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-07-22 12:47,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 15 units offline. Maintenance crew dispatched.,True,False
2025-07-22 07:39,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 35% above prediction. Signal timing adjusted automatically.,False,False
2025-07-23 18:13,Central,energy,high,EV charging demand in Central surged 44% above baseline. Recommend load balancing.,True,False
2025-07-24 08:08,Central,energy,high,EV charging demand in Central surged 77% above baseline. Recommend load balancing.,True,False
2025-07-25 19:20,Northgate,waste,medium,Waste collection delay in Northgate. 64 bins at capacity. Route optimisation triggered.,True,False
2025-07-25 15:45,Harbour,finance,high,Revenue anomaly: Harbour parking revenue down 71% versus forecast. Investigate enforcement.,True,False
2025-07-26 14:32,Central,parking,high,Parking demand spike detected in Central. Occupancy at 85%. Recommend dynamic pricing increase.,True,False
2025-07-26 19:22,Northgate,traffic,low,Traffic flow anomaly in Northgate. Volume 49% above prediction. Signal timing adjusted automatically.,True,False
2025-07-27 20:02,Riverside,parking,high,Parking demand spike detected in Riverside. Occupancy at 62%. Recommend dynamic pricing increase.,True,False
2025-07-27 19:10,Greenpark,energy,high,EV charging demand in Greenpark surged 79% above baseline. Recommend load balancing.,True,False
2025-07-28 18:14,Harbour,environment,critical,Air quality index in Harbour reached 62 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-07-28 11:49,Central,finance,high,Revenue anomaly: Central parking revenue down 24% versus forecast. Investigate enforcement.,True,False
2025-07-29 09:06,Central,infrastructure,medium,Streetlight outage cluster detected in Central. 38 units offline. Maintenance crew dispatched.,True,False
2025-07-30 11:30,Harbour,climate,medium,Temperature forecast: Harbour expecting 62°C. Cooling centres recommended for vulnerable populations.,False,False
2025-07-30 13:20,Northgate,citizen_services,high,Citizen complaint volume in Northgate up 49% week-over-week. Sentiment trending negative.,True,False
2025-07-31 07:23,Eastfield,infrastructure,medium,Streetlight outage cluster detected in Eastfield. 25 units offline. Maintenance crew dispatched.,True,False
2025-07-31 08:50,Northgate,climate,medium,Temperature forecast: Northgate expecting 56°C. Cooling centres recommended for vulnerable populations.,False,False
2025-07-31 06:31,Eastfield,traffic,low,Traffic flow anomaly in Eastfield. Volume 15% above prediction. Signal timing adjusted automatically.,False,False
2025-07-31 06:19,Central,waste,medium,Waste collection delay in Central. 33 bins at capacity. Route optimisation triggered.,True,False
2025-08-01 19:48,Northgate,parking,high,Parking demand spike detected in Northgate. Occupancy at 80%. Recommend dynamic pricing increase.,True,False
2025-08-01 07:45,Greenpark,energy,high,EV charging demand in Greenpark surged 40% above baseline. Recommend load balancing.,True,False
2025-08-01 08:52,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 70 units offline. Maintenance crew dispatched.,True,False
2025-08-03 11:43,Northgate,infrastructure,medium,Streetlight outage cluster detected in Northgate. 72 units offline. Maintenance crew dispatched.,False,False
2025-08-03 10:21,Central,environment,critical,Air quality index in Central reached 77 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-08-03 07:36,Riverside,traffic,low,Traffic flow anomaly in Riverside. Volume 69% above prediction. Signal timing adjusted automatically.,True,False
2025-08-03 07:20,Greenpark,finance,high,Revenue anomaly: Greenpark parking revenue down 43% versus forecast. Investigate enforcement.,True,False
2025-08-05 20:38,Northgate,waste,medium,Waste collection delay in Northgate. 94 bins at capacity. Route optimisation triggered.,True,False
2025-08-05 07:18,Harbour,waste,medium,Waste collection delay in Harbour. 16 bins at capacity. Route optimisation triggered.,True,False
2025-08-05 13:14,Northgate,energy,high,EV charging demand in Northgate surged 79% above baseline. Recommend load balancing.,True,False
2025-08-05 06:18,Eastfield,energy,high,EV charging demand in Eastfield surged 41% above baseline. Recommend load balancing.,False,True
2025-08-06 14:46,Eastfield,finance,high,Revenue anomaly: Eastfield parking revenue down 35% versus forecast. Investigate enforcement.,True,False
2025-08-06 10:43,Central,parking,high,Parking demand spike detected in Central. Occupancy at 63%. Recommend dynamic pricing increase.,True,False
2025-08-07 12:04,Riverside,environment,critical,Air quality index in Riverside reached 43 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-08-07 09:30,Riverside,environment,critical,Air quality index in Riverside reached 35 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-08-07 21:22,Eastfield,environment,critical,Air quality index in Eastfield reached 29 AQI. Threshold exceeded. Recommend citizen advisory.,True,False
2025-08-08 21:22,Central,finance,high,Revenue anomaly: Central parking revenue down 45% versus forecast. Investigate enforcement.,False,True
